Attack,Image,Source_Model,Target_Model,Source_Class_Idx,Target_Class_Idx,Transferred,Source_Class,Target_Class
FGSM,n01558993.jpg,EfficientNetB0,InceptionV3,15,10,True,robin,brambling
FGSM,n01749939.jpg,EfficientNetB0,MobileNetV2,64,361,True,green_mamba,skunk
FGSM,n01749939.jpg,EfficientNetB0,InceptionV3,64,602,True,green_mamba,horizontal_bar
FGSM,n01770081.jpg,EfficientNetB0,MobileNetV2,70,380,True,harvestman,titi
FGSM,n01770081.jpg,EfficientNetB0,InceptionV3,70,73,True,harvestman,barn_spider
FGSM,n01855672.jpg,EfficientNetB0,MobileNetV2,99,343,True,goose,warthog
FGSM,n01855672.jpg,EfficientNetB0,InceptionV3,99,350,True,goose,ibex
FGSM,n01910747.jpg,EfficientNetB0,MobileNetV2,126,276,True,isopod,hyena
FGSM,n01910747.jpg,EfficientNetB0,InceptionV3,126,568,True,isopod,fur_coat
FGSM,n01981276.jpg,EfficientNetB0,MobileNetV2,121,314,True,king_crab,cockroach
FGSM,n01981276.jpg,EfficientNetB0,InceptionV3,121,126,True,king_crab,isopod
FGSM,n02074367.jpg,EfficientNetB0,MobileNetV2,149,260,True,dugong,chow
FGSM,n02074367.jpg,EfficientNetB0,InceptionV3,149,296,True,dugong,ice_bear
FGSM,n02089867.jpg,EfficientNetB0,MobileNetV2,167,353,True,English_foxhound,gazelle
FGSM,n02089867.jpg,EfficientNetB0,InceptionV3,167,806,True,English_foxhound,sock
FGSM,n02091244.jpg,EfficientNetB0,MobileNetV2,978,562,True,seashore,fountain
FGSM,n02091244.jpg,EfficientNetB0,InceptionV3,978,537,True,seashore,dogsled
FGSM,n02091831.jpg,EfficientNetB0,MobileNetV2,210,160,True,German_short-haired_pointer,Afghan_hound
FGSM,n02091831.jpg,EfficientNetB0,InceptionV3,210,173,True,German_short-haired_pointer,Ibizan_hound
FGSM,n02099601.jpg,EfficientNetB0,MobileNetV2,207,163,True,golden_retriever,bloodhound
FGSM,n02099601.jpg,EfficientNetB0,InceptionV3,207,163,True,golden_retriever,bloodhound
FGSM,n02101006.jpg,EfficientNetB0,MobileNetV2,214,281,True,Gordon_setter,tabby
FGSM,n02101006.jpg,EfficientNetB0,InceptionV3,214,165,True,Gordon_setter,black-and-tan_coonhound
FGSM,n02105505.jpg,EfficientNetB0,MobileNetV2,228,212,True,komondor,English_setter
FGSM,n02105505.jpg,EfficientNetB0,InceptionV3,228,230,True,komondor,Shetland_sheepdog
FGSM,n02108089.jpg,EfficientNetB0,MobileNetV2,242,247,True,boxer,Saint_Bernard
FGSM,n02108089.jpg,EfficientNetB0,InceptionV3,242,162,True,boxer,beagle
FGSM,n02108551.jpg,EfficientNetB0,MobileNetV2,244,219,True,Tibetan_mastiff,cocker_spaniel
FGSM,n02108551.jpg,EfficientNetB0,InceptionV3,244,221,True,Tibetan_mastiff,Irish_water_spaniel
FGSM,n02108915.jpg,EfficientNetB0,MobileNetV2,223,534,True,schipperke,dishwasher
FGSM,n02108915.jpg,EfficientNetB0,InceptionV3,223,760,True,schipperke,refrigerator
FGSM,n02110063.jpg,EfficientNetB0,MobileNetV2,249,292,True,malamute,tiger
FGSM,n02110063.jpg,EfficientNetB0,InceptionV3,249,280,True,malamute,grey_fox
FGSM,n02110341.jpg,EfficientNetB0,MobileNetV2,207,162,True,golden_retriever,beagle
FGSM,n02110341.jpg,EfficientNetB0,InceptionV3,207,251,True,golden_retriever,dalmatian
FGSM,n02111277.jpg,EfficientNetB0,MobileNetV2,221,297,True,Irish_water_spaniel,sloth_bear
FGSM,n02111277.jpg,EfficientNetB0,InceptionV3,221,379,True,Irish_water_spaniel,howler_monkey
FGSM,n02113712.jpg,EfficientNetB0,MobileNetV2,194,106,True,Dandie_Dinmont,wombat
FGSM,n02113712.jpg,EfficientNetB0,InceptionV3,194,76,True,Dandie_Dinmont,tarantula
FGSM,n02114548.jpg,EfficientNetB0,MobileNetV2,270,160,True,white_wolf,Afghan_hound
FGSM,n02114548.jpg,EfficientNetB0,InceptionV3,270,160,True,white_wolf,Afghan_hound
FGSM,n02116738.jpg,EfficientNetB0,MobileNetV2,275,275,False,African_hunting_dog,African_hunting_dog
FGSM,n02116738.jpg,EfficientNetB0,InceptionV3,275,275,False,African_hunting_dog,African_hunting_dog
FGSM,n02120079.jpg,EfficientNetB0,MobileNetV2,279,258,True,Arctic_fox,Samoyed
FGSM,n02120079.jpg,EfficientNetB0,InceptionV3,279,279,False,Arctic_fox,Arctic_fox
FGSM,n02129165.jpg,EfficientNetB0,MobileNetV2,291,271,True,lion,red_wolf
FGSM,n02129165.jpg,EfficientNetB0,InceptionV3,291,274,True,lion,dhole
FGSM,n02138441.jpg,EfficientNetB0,MobileNetV2,335,383,True,fox_squirrel,Madagascar_cat
FGSM,n02138441.jpg,EfficientNetB0,InceptionV3,335,299,True,fox_squirrel,meerkat
FGSM,n02165456.jpg,EfficientNetB0,MobileNetV2,301,301,False,ladybug,ladybug
FGSM,n02165456.jpg,EfficientNetB0,InceptionV3,301,986,True,ladybug,yellow_lady's_slipper
FGSM,n01532829.jpg,InceptionV3,MobileNetV2,12,12,False,house_finch,house_finch
FGSM,n01532829.jpg,InceptionV3,EfficientNetB0,12,12,False,house_finch,house_finch
FGSM,n01558993.jpg,InceptionV3,MobileNetV2,15,15,False,robin,robin
FGSM,n01558993.jpg,InceptionV3,EfficientNetB0,15,15,False,robin,robin
FGSM,n01704323.jpg,InceptionV3,MobileNetV2,51,76,True,triceratops,tarantula
FGSM,n01704323.jpg,InceptionV3,EfficientNetB0,51,51,False,triceratops,triceratops
FGSM,n01749939.jpg,InceptionV3,MobileNetV2,59,816,True,vine_snake,spindle
FGSM,n01749939.jpg,InceptionV3,EfficientNetB0,59,377,True,vine_snake,marmoset
FGSM,n01770081.jpg,InceptionV3,MobileNetV2,70,77,True,harvestman,wolf_spider
FGSM,n01770081.jpg,InceptionV3,EfficientNetB0,70,77,True,harvestman,wolf_spider
FGSM,n01843383.jpg,InceptionV3,MobileNetV2,96,96,False,toucan,toucan
FGSM,n01843383.jpg,InceptionV3,EfficientNetB0,96,96,False,toucan,toucan
FGSM,n01855672.jpg,InceptionV3,MobileNetV2,99,355,True,goose,llama
FGSM,n01855672.jpg,InceptionV3,EfficientNetB0,99,350,True,goose,ibex
FGSM,n01910747.jpg,InceptionV3,MobileNetV2,126,126,False,isopod,isopod
FGSM,n01910747.jpg,InceptionV3,EfficientNetB0,126,107,True,isopod,jellyfish
FGSM,n01981276.jpg,InceptionV3,MobileNetV2,121,77,True,king_crab,wolf_spider
FGSM,n01981276.jpg,InceptionV3,EfficientNetB0,121,121,False,king_crab,king_crab
FGSM,n02074367.jpg,InceptionV3,MobileNetV2,149,149,False,dugong,dugong
FGSM,n02074367.jpg,InceptionV3,EfficientNetB0,149,149,False,dugong,dugong
FGSM,n02089867.jpg,InceptionV3,MobileNetV2,166,264,True,Walker_hound,Cardigan
FGSM,n02089867.jpg,InceptionV3,EfficientNetB0,166,195,True,Walker_hound,Boston_bull
FGSM,n02091244.jpg,InceptionV3,MobileNetV2,537,562,True,dogsled,fountain
FGSM,n02091244.jpg,InceptionV3,EfficientNetB0,537,142,True,dogsled,dowitcher
FGSM,n02091831.jpg,InceptionV3,MobileNetV2,167,176,True,English_foxhound,Saluki
FGSM,n02091831.jpg,InceptionV3,EfficientNetB0,167,176,True,English_foxhound,Saluki
FGSM,n02099601.jpg,InceptionV3,MobileNetV2,207,207,False,golden_retriever,golden_retriever
FGSM,n02099601.jpg,InceptionV3,EfficientNetB0,207,163,True,golden_retriever,bloodhound
FGSM,n02101006.jpg,InceptionV3,MobileNetV2,214,214,False,Gordon_setter,Gordon_setter
FGSM,n02101006.jpg,InceptionV3,EfficientNetB0,214,214,False,Gordon_setter,Gordon_setter
FGSM,n02105505.jpg,InceptionV3,MobileNetV2,228,291,True,komondor,lion
FGSM,n02105505.jpg,InceptionV3,EfficientNetB0,228,286,True,komondor,cougar
FGSM,n02108089.jpg,InceptionV3,MobileNetV2,242,247,True,boxer,Saint_Bernard
FGSM,n02108089.jpg,InceptionV3,EfficientNetB0,242,242,False,boxer,boxer
FGSM,n02108551.jpg,InceptionV3,MobileNetV2,244,244,False,Tibetan_mastiff,Tibetan_mastiff
FGSM,n02108551.jpg,InceptionV3,EfficientNetB0,244,221,True,Tibetan_mastiff,Irish_water_spaniel
FGSM,n02108915.jpg,InceptionV3,MobileNetV2,179,357,True,Staffordshire_bullterrier,mink
FGSM,n02108915.jpg,InceptionV3,EfficientNetB0,179,281,True,Staffordshire_bullterrier,tabby
FGSM,n02110063.jpg,InceptionV3,MobileNetV2,653,204,True,milk_can,Lhasa
FGSM,n02110063.jpg,InceptionV3,EfficientNetB0,653,361,True,milk_can,skunk
FGSM,n02110341.jpg,InceptionV3,MobileNetV2,251,162,True,dalmatian,beagle
FGSM,n02110341.jpg,InceptionV3,EfficientNetB0,251,212,True,dalmatian,English_setter
FGSM,n02111277.jpg,InceptionV3,MobileNetV2,221,256,True,Irish_water_spaniel,Newfoundland
FGSM,n02111277.jpg,InceptionV3,EfficientNetB0,221,256,True,Irish_water_spaniel,Newfoundland
FGSM,n02113712.jpg,InceptionV3,MobileNetV2,194,265,True,Dandie_Dinmont,toy_poodle
FGSM,n02113712.jpg,InceptionV3,EfficientNetB0,194,265,True,Dandie_Dinmont,toy_poodle
FGSM,n02114548.jpg,InceptionV3,MobileNetV2,228,279,True,komondor,Arctic_fox
FGSM,n02114548.jpg,InceptionV3,EfficientNetB0,228,270,True,komondor,white_wolf
FGSM,n02120079.jpg,InceptionV3,MobileNetV2,279,270,True,Arctic_fox,white_wolf
FGSM,n02120079.jpg,InceptionV3,EfficientNetB0,279,279,False,Arctic_fox,Arctic_fox
FGSM,n02129165.jpg,InceptionV3,MobileNetV2,291,106,True,lion,wombat
FGSM,n02129165.jpg,InceptionV3,EfficientNetB0,291,291,False,lion,lion
FGSM,n02138441.jpg,InceptionV3,MobileNetV2,299,383,True,meerkat,Madagascar_cat
FGSM,n02138441.jpg,InceptionV3,EfficientNetB0,299,331,True,meerkat,hare
PGD,n01532829.jpg,MobileNetV2,EfficientNetB0,12,12,False,house_finch,house_finch
PGD,n01532829.jpg,MobileNetV2,InceptionV3,12,12,False,house_finch,house_finch
PGD,n01558993.jpg,MobileNetV2,EfficientNetB0,15,15,False,robin,robin
PGD,n01558993.jpg,MobileNetV2,InceptionV3,15,15,False,robin,robin
PGD,n01704323.jpg,MobileNetV2,EfficientNetB0,51,219,True,triceratops,cocker_spaniel
PGD,n01704323.jpg,MobileNetV2,InceptionV3,51,51,False,triceratops,triceratops
PGD,n01749939.jpg,MobileNetV2,EfficientNetB0,64,377,True,green_mamba,marmoset
PGD,n01749939.jpg,MobileNetV2,InceptionV3,64,616,True,green_mamba,knot
PGD,n01770081.jpg,MobileNetV2,EfficientNetB0,73,73,False,barn_spider,barn_spider
PGD,n01770081.jpg,MobileNetV2,InceptionV3,73,73,False,barn_spider,barn_spider
PGD,n01843383.jpg,MobileNetV2,EfficientNetB0,96,96,False,toucan,toucan
PGD,n01843383.jpg,MobileNetV2,InceptionV3,96,96,False,toucan,toucan
PGD,n01855672.jpg,MobileNetV2,EfficientNetB0,168,331,True,redbone,hare
PGD,n01855672.jpg,MobileNetV2,InceptionV3,168,99,True,redbone,goose
PGD,n01910747.jpg,MobileNetV2,EfficientNetB0,451,107,True,bolo_tie,jellyfish
PGD,n01910747.jpg,MobileNetV2,InceptionV3,451,459,True,bolo_tie,brassiere
PGD,n01930112.jpg,MobileNetV2,EfficientNetB0,111,111,False,nematode,nematode
PGD,n01930112.jpg,MobileNetV2,InceptionV3,111,111,False,nematode,nematode
PGD,n01981276.jpg,MobileNetV2,EfficientNetB0,126,121,True,isopod,king_crab
PGD,n01981276.jpg,MobileNetV2,InceptionV3,126,121,True,isopod,king_crab
PGD,n02074367.jpg,MobileNetV2,EfficientNetB0,149,296,True,dugong,ice_bear
PGD,n02074367.jpg,MobileNetV2,InceptionV3,149,296,True,dugong,ice_bear
PGD,n02089867.jpg,MobileNetV2,EfficientNetB0,167,217,True,English_foxhound,English_springer
PGD,n02089867.jpg,MobileNetV2,InceptionV3,167,806,True,English_foxhound,sock
PGD,n02091244.jpg,MobileNetV2,EfficientNetB0,977,137,True,sandbar,American_coot
PGD,n02091244.jpg,MobileNetV2,InceptionV3,977,142,True,sandbar,dowitcher
PGD,n02091831.jpg,MobileNetV2,EfficientNetB0,166,212,True,Walker_hound,English_setter
PGD,n02091831.jpg,MobileNetV2,InceptionV3,166,212,True,Walker_hound,English_setter
PGD,n02099601.jpg,MobileNetV2,EfficientNetB0,207,207,False,golden_retriever,golden_retriever
PGD,n02099601.jpg,MobileNetV2,InceptionV3,207,244,True,golden_retriever,Tibetan_mastiff
PGD,n02101006.jpg,MobileNetV2,EfficientNetB0,165,214,True,black-and-tan_coonhound,Gordon_setter
PGD,n02101006.jpg,MobileNetV2,InceptionV3,165,214,True,black-and-tan_coonhound,Gordon_setter
PGD,n02105505.jpg,MobileNetV2,EfficientNetB0,228,207,True,komondor,golden_retriever
PGD,n02105505.jpg,MobileNetV2,InceptionV3,228,160,True,komondor,Afghan_hound
PGD,n02108089.jpg,MobileNetV2,EfficientNetB0,242,218,True,boxer,Welsh_springer_spaniel
PGD,n02108089.jpg,MobileNetV2,InceptionV3,242,151,True,boxer,Chihuahua
PGD,n02108551.jpg,MobileNetV2,EfficientNetB0,244,205,True,Tibetan_mastiff,flat-coated_retriever
PGD,n02108551.jpg,MobileNetV2,InceptionV3,244,221,True,Tibetan_mastiff,Irish_water_spaniel
PGD,n02108915.jpg,MobileNetV2,EfficientNetB0,179,435,True,Staffordshire_bullterrier,bathtub
PGD,n02108915.jpg,MobileNetV2,InceptionV3,179,760,True,Staffordshire_bullterrier,refrigerator
PGD,n02110063.jpg,MobileNetV2,EfficientNetB0,249,271,True,malamute,red_wolf
PGD,n02110063.jpg,MobileNetV2,InceptionV3,249,280,True,malamute,grey_fox
PGD,n02110341.jpg,MobileNetV2,EfficientNetB0,166,247,True,Walker_hound,Saint_Bernard
PGD,n02110341.jpg,MobileNetV2,InceptionV3,166,251,True,Walker_hound,dalmatian
PGD,n02111277.jpg,MobileNetV2,EfficientNetB0,206,297,True,curly-coated_retriever,sloth_bear
PGD,n02111277.jpg,MobileNetV2,InceptionV3,206,252,True,curly-coated_retriever,affenpinscher
PGD,n02113712.jpg,MobileNetV2,EfficientNetB0,194,196,True,Dandie_Dinmont,miniature_schnauzer
PGD,n02113712.jpg,MobileNetV2,InceptionV3,194,196,True,Dandie_Dinmont,miniature_schnauzer
PGD,n02114548.jpg,MobileNetV2,EfficientNetB0,270,270,False,white_wolf,white_wolf
PGD,n02114548.jpg,MobileNetV2,InceptionV3,270,188,True,white_wolf,wire-haired_fox_terrier
PGD,n02116738.jpg,MobileNetV2,EfficientNetB0,275,275,False,African_hunting_dog,African_hunting_dog
PGD,n02116738.jpg,MobileNetV2,InceptionV3,275,275,False,African_hunting_dog,African_hunting_dog
PGD,n02120079.jpg,MobileNetV2,EfficientNetB0,279,279,False,Arctic_fox,Arctic_fox
PGD,n02120079.jpg,MobileNetV2,InceptionV3,279,279,False,Arctic_fox,Arctic_fox
PGD,n02129165.jpg,MobileNetV2,EfficientNetB0,291,274,True,lion,dhole
PGD,n02129165.jpg,MobileNetV2,InceptionV3,291,287,True,lion,lynx
PGD,n02138441.jpg,MobileNetV2,EfficientNetB0,335,299,True,fox_squirrel,meerkat
PGD,n02138441.jpg,MobileNetV2,InceptionV3,335,299,True,fox_squirrel,meerkat
PGD,n02165456.jpg,MobileNetV2,EfficientNetB0,301,301,False,ladybug,ladybug
PGD,n02165456.jpg,MobileNetV2,InceptionV3,301,301,False,ladybug,ladybug
PGD,n01532829.jpg,EfficientNetB0,MobileNetV2,12,73,True,house_finch,barn_spider
PGD,n01532829.jpg,EfficientNetB0,InceptionV3,12,12,False,house_finch,house_finch
PGD,n01558993.jpg,EfficientNetB0,MobileNetV2,15,91,True,robin,coucal
PGD,n01558993.jpg,EfficientNetB0,InceptionV3,15,10,True,robin,brambling
PGD,n01704323.jpg,EfficientNetB0,MobileNetV2,51,76,True,triceratops,tarantula
PGD,n01704323.jpg,EfficientNetB0,InceptionV3,51,51,False,triceratops,triceratops
PGD,n01749939.jpg,EfficientNetB0,MobileNetV2,64,936,True,green_mamba,head_cabbage
PGD,n01749939.jpg,EfficientNetB0,InceptionV3,64,112,True,green_mamba,conch
PGD,n01770081.jpg,EfficientNetB0,MobileNetV2,70,943,True,harvestman,cucumber
PGD,n01770081.jpg,EfficientNetB0,InceptionV3,70,73,True,harvestman,barn_spider
PGD,n01843383.jpg,EfficientNetB0,MobileNetV2,96,338,True,toucan,guinea_pig
PGD,n01843383.jpg,EfficientNetB0,InceptionV3,96,12,True,toucan,house_finch
PGD,n01855672.jpg,EfficientNetB0,MobileNetV2,99,355,True,goose,llama
PGD,n01855672.jpg,EfficientNetB0,InceptionV3,99,331,True,goose,hare
PGD,n01910747.jpg,EfficientNetB0,MobileNetV2,126,568,True,isopod,fur_coat
PGD,n01910747.jpg,EfficientNetB0,InceptionV3,126,568,True,isopod,fur_coat
PGD,n01930112.jpg,EfficientNetB0,MobileNetV2,111,111,False,nematode,nematode
PGD,n01930112.jpg,EfficientNetB0,InceptionV3,111,111,False,nematode,nematode
PGD,n01981276.jpg,EfficientNetB0,MobileNetV2,121,73,True,king_crab,barn_spider
PGD,n01981276.jpg,EfficientNetB0,InceptionV3,121,126,True,king_crab,isopod
PGD,n02074367.jpg,EfficientNetB0,MobileNetV2,149,207,True,dugong,golden_retriever
PGD,n02074367.jpg,EfficientNetB0,InceptionV3,149,296,True,dugong,ice_bear
PGD,n02089867.jpg,EfficientNetB0,MobileNetV2,167,203,True,English_foxhound,West_Highland_white_terrier
PGD,n02089867.jpg,EfficientNetB0,InceptionV3,167,341,True,English_foxhound,hog
PGD,n02091244.jpg,EfficientNetB0,MobileNetV2,978,272,True,seashore,coyote
PGD,n02091244.jpg,EfficientNetB0,InceptionV3,978,537,True,seashore,dogsled
PGD,n02091831.jpg,EfficientNetB0,MobileNetV2,210,176,True,German_short-haired_pointer,Saluki
PGD,n02091831.jpg,EfficientNetB0,InceptionV3,210,176,True,German_short-haired_pointer,Saluki
PGD,n02099601.jpg,EfficientNetB0,MobileNetV2,207,237,True,golden_retriever,miniature_pinscher
PGD,n02099601.jpg,EfficientNetB0,InceptionV3,207,163,True,golden_retriever,bloodhound
PGD,n02101006.jpg,EfficientNetB0,MobileNetV2,214,164,True,Gordon_setter,bluetick
PGD,n02101006.jpg,EfficientNetB0,InceptionV3,214,234,True,Gordon_setter,Rottweiler
PGD,n02105505.jpg,EfficientNetB0,MobileNetV2,228,157,True,komondor,papillon
PGD,n02105505.jpg,EfficientNetB0,InceptionV3,228,157,True,komondor,papillon
PGD,n02108089.jpg,EfficientNetB0,MobileNetV2,242,218,True,boxer,Welsh_springer_spaniel
PGD,n02108089.jpg,EfficientNetB0,InceptionV3,242,215,True,boxer,Brittany_spaniel
PGD,n02108551.jpg,EfficientNetB0,MobileNetV2,244,219,True,Tibetan_mastiff,cocker_spaniel
PGD,n02108551.jpg,EfficientNetB0,InceptionV3,244,221,True,Tibetan_mastiff,Irish_water_spaniel
PGD,n02108915.jpg,EfficientNetB0,MobileNetV2,223,359,True,schipperke,black-footed_ferret
PGD,n02108915.jpg,EfficientNetB0,InceptionV3,223,285,True,schipperke,Egyptian_cat
PGD,n02110063.jpg,EfficientNetB0,MobileNetV2,249,204,True,malamute,Lhasa
PGD,n02110063.jpg,EfficientNetB0,InceptionV3,249,201,True,malamute,silky_terrier
PGD,n02110341.jpg,EfficientNetB0,MobileNetV2,207,251,True,golden_retriever,dalmatian
PGD,n02110341.jpg,EfficientNetB0,InceptionV3,207,251,True,golden_retriever,dalmatian
PGD,n02111277.jpg,EfficientNetB0,MobileNetV2,221,295,True,Irish_water_spaniel,American_black_bear
PGD,n02111277.jpg,EfficientNetB0,InceptionV3,221,295,True,Irish_water_spaniel,American_black_bear
PGD,n02113712.jpg,EfficientNetB0,MobileNetV2,194,363,True,Dandie_Dinmont,armadillo
PGD,n02113712.jpg,EfficientNetB0,InceptionV3,194,76,True,Dandie_Dinmont,tarantula
PGD,n02114548.jpg,EfficientNetB0,MobileNetV2,270,229,True,white_wolf,Old_English_sheepdog
PGD,n02114548.jpg,EfficientNetB0,InceptionV3,270,229,True,white_wolf,Old_English_sheepdog
PGD,n02116738.jpg,EfficientNetB0,MobileNetV2,275,275,False,African_hunting_dog,African_hunting_dog
PGD,n02116738.jpg,EfficientNetB0,InceptionV3,275,275,False,African_hunting_dog,African_hunting_dog
PGD,n02120079.jpg,EfficientNetB0,MobileNetV2,279,199,True,Arctic_fox,Scotch_terrier
PGD,n02120079.jpg,EfficientNetB0,InceptionV3,279,203,True,Arctic_fox,West_Highland_white_terrier
PGD,n02129165.jpg,EfficientNetB0,MobileNetV2,291,151,True,lion,Chihuahua
PGD,n02129165.jpg,EfficientNetB0,InceptionV3,291,274,True,lion,dhole
PGD,n02138441.jpg,EfficientNetB0,MobileNetV2,335,276,True,fox_squirrel,hyena
PGD,n02138441.jpg,EfficientNetB0,InceptionV3,335,276,True,fox_squirrel,hyena
PGD,n02165456.jpg,EfficientNetB0,MobileNetV2,301,301,False,ladybug,ladybug
PGD,n02165456.jpg,EfficientNetB0,InceptionV3,301,380,True,ladybug,titi
PGD,n01532829.jpg,InceptionV3,MobileNetV2,12,12,False,house_finch,house_finch
PGD,n01532829.jpg,InceptionV3,EfficientNetB0,12,12,False,house_finch,house_finch
PGD,n01558993.jpg,InceptionV3,MobileNetV2,15,15,False,robin,robin
PGD,n01558993.jpg,InceptionV3,EfficientNetB0,15,15,False,robin,robin
